identificacao	2
do	1
paciente	1
:	3
;	2
sequencia	2
evento	2
3	2
intervalo	2
em	1
dias	2
entre	3
os	4
eventos	4
77	3
28/08/2014	3
.	1
sono	1
64	3
anos	4
saos	4
rm	4
ago	3
2002	4
diag	4
+	2
enxerto	4
c/	4
radial	0
p/	2
dp	0
(	3
cd	1
)	3
atc	4
cx	4
2007	4
passado	1
tvp	4
mid	4
março	4
2013-	3
ainda	1
esta	1
uso	2
de	1
marevan	2
has	4
/	3
dm/	4
dlp/	4
obesidade	4
fez	1
psg	4
iah	3
82	3
predominantemente	0
obstrutivas	0
spo2	3
mínima	0
86	3
%	3
,	1
microdespertares	0
62	3
ronco	1
alto	1
sonolência	1
diurna	1
percepção	1
má	1
qualidade	1
e	1
apneia	4
epworth	2
berlim	2
risco	1
ganho	1
ponderal	1
não	1
sabe	1
referir	1
fc	3
76	3
bpm	3
sat	3
02	1
96	3
mallampatti	2
iii	4
amigdalas	0
cc	0
48	3
cm	0
hd	4
aos	4
orientamos	1
cpap	1
evolução	2
quadro	1
investigar	1
9	3
329	3
unhip	3
da	1
66	3
estágio	4
refratária	4
dm	4
2	2
dlp	4
sobrepeso	4
peso	1
kg	3
alt	3
1,6	3
imc	3
hipotiroidismo	4
com	1
nódulos	0
tireoidianos	0
estenose	0
art.	0
renal	0
40	2
arteriografia	0
2003	4
pólipos	0
por	1
medicações	1
aas	2
100	2
mg	2
1xd	2
anlodipino	2
5	2
2xd	2
atenolol	2
1xdia	2
atorvastatina	2
20	2
a	1
noite	2
atensina	2
0,2	2
clortalidona	2
50	2
-	4
vem	1
fazendo	1
espironolactona	2
omeprazol	2
enalapril	2
2xdia	2
metformina	2
850	2
3xdia	2
tomando	2
levotiroxina	2
100mcg	2
atual	2
refere	1
que	1
partir	1
abril	4
domicilio	1
pa	1
varia	3
x	2
valores	1
170	3
180	3
sendo	1
mais	1
frequentes	1
controle	1
normal	3
antes	1
informa	1
níveis	1
pressóricos	1
estavam	1
dentro	0
normalidade	0
relata	1
hoje	1
ao	1
acordar	1
aferiu	1
valor	3
mmhg	3
apresentou	1
dor	1
dorso	0
à	0
direita	0
irradiação	0
para	1
msd	3
início	4
repouso	1
tipo	4
pontada	1
quanto	1
tempo	1
duração	1
persistiu	1
acompanhada	1
parestesia	1
perda	1
força	0
momentos	1
no	1
membro	0
referido	1
torácica	1
edema	0
síncopes	1
dispneia	1
dpn	1
boa	1
adesão	1
medicamentosa	1
ef	1
beg	3
corada	3
afebril	0
hidratada	0
56bpm	3
ac	3
rcr	0
t	3
sopro	0
sistolico	0
fao	0
2+/6	0
fm	0
sem	1
tjp	0
ar	4
mv	0
s/	3
ra	0
abdomen	0
flácido	0
indolor	0
rha	0
mmii	0
panturrilhas	0
livres	0
pulsos	0
palpáveis	0
simétricos	0
exames	0
ecg	0
julho/2016	3
bloqueio	0
av	0
1o	3
grau	0
possível	1
sobrecarga	0
ventricular	0
esquerda	0
eco	0
tt	3
dez/11	3
):	3
ae	3
32	3
30	2
ss	0
pp	3
ve	0
29	3
feve	3
73	3
psap	3
35	3
lab	3
jun/17	3
hmg	3
ok	3
ct	3
185	3
hdl	3
ldl	3
93	3
135	3
tgl	3
208	3
cpk	3
84	3
glic	3
159	3
u	3
44	3
cr	3
1.18	3
tfg	3
46	3
na	1
139	3
k	3
4.8	3
tgo	3
17	3
tgp	3
21	3
5.8	3
pcr	3
1.05	3
glicada	3
6.2	3
urina	3
1	2
tsh	3
t4l	3
1.14	3
julho	4
2016	4
hb	3
13	3
ht	3
41	3
leuco	3
plaq	3
col	3
204	3
107	3
tg	3
240	3
119	3
glicose	3
ur	3
creat	3
1,03	3
140	3
4,4	3
18	3
22	3
au	3
