identificacao	86
do	24
paciente	59
:	99
;	99
sequencia	29
evento	29
3	96
intervalo	29
em	24
dias	28
entre	5
os	2
eventos	86
77	99
28/08/2014	34
.	55
sono	86
64	99
anos	46
saos	44
rm	95
ago	2
2002	2
diag	44
+	26
enxerto	76
c/	44
radial	53
p/	26
dp	6
(	39
cd	59
)	39
atc	6
cx	6
2007	2
passado	52
tvp	18
mid	8
março	2
2013-	14
ainda	24
esta	4
uso	25
de	24
marevan	65
has	44
/	25
dm/	44
dlp/	44
obesidade	44
fez	9
psg	95
iah	28
82	99
predominantemente	22
obstrutivas	6
spo2	23
mínima	23
86	99
%	94
,	24
microdespertares	23
62	99
ronco	38
alto	59
sonolência	38
diurna	38
percepção	45
má	59
qualidade	19
e	24
apneia	44
epworth	28
berlim	89
risco	59
ganho	45
ponderal	27
não	24
sabe	9
referir	24
fc	23
76	99
bpm	23
sat	23
02	96
96	99
mallampatti	29
iii	44
amigdalas	29
cc	6
48	99
cm	10
hd	86
aos	75
orientamos	26
cpap	73
evolução	59
quadro	27
investigar	77
9	96
329	71
unhip	86
da	24
66	99
estágio	29
refratária	44
dm	44
2	96
dlp	44
sobrepeso	44
peso	23
kg	23
alt	14
1,6	61
imc	5
hipotiroidismo	44
com	24
nódulos	22
tireoidianos	22
estenose	18
art.	1
renal	60
40	0
arteriografia	1
2003	2
pólipos	33
por	24
medicações	73
aas	25
100	0
mg	25
1xd	0
anlodipino	0
5	0
2xd	25
atenolol	0
1xdia	25
atorvastatina	0
20	0
a	24
noite	3
atensina	25
0,2	25
clortalidona	0
50	0
-	99
vem	4
fazendo	24
espironolactona	0
omeprazol	25
enalapril	0
2xdia	25
metformina	0
850	0
3xdia	25
tomando	25
levotiroxina	0
100mcg	25
atual	25
refere	4
que	24
partir	3
abril	2
domicilio	13
pa	13
varia	28
x	5
valores	13
170	56
180	56
sendo	4
mais	24
frequentes	47
controle	45
normal	14
antes	45
informa	4
níveis	13
pressóricos	13
estavam	4
dentro	12
normalidade	12
relata	4
hoje	24
ao	24
acordar	83
aferiu	9
valor	30
mmhg	20
apresentou	4
dor	27
dorso	8
à	53
direita	10
irradiação	83
para	24
msd	20
