identificacao	292
do	164
paciente	153
:	242
;	242
sequencia	159
evento	159
3	267
intervalo	195
em	164
dias	23
entre	75
os	0
eventos	291
77	299
28/08/2014	128
.	153
sono	127
64	298
anos	134
saos	118
rm	81
ago	10
2002	37
diag	233
+	112
enxerto	269
c/	81
radial	199
p/	31
dp	102
(	242
cd	49
)	242
atc	81
cx	33
2007	37
passado	68
tvp	106
mid	47
março	10
2013-	11
ainda	74
esta	89
uso	63
de	91
marevan	5
has	118
/	240
dm/	118
dlp/	118
obesidade	118
fez	25
psg	284
iah	137
82	299
predominantemente	142
obstrutivas	102
spo2	28
mínima	224
86	299
%	242
,	22
microdespertares	137
62	298
ronco	76
alto	219
sonolência	76
diurna	76
percepção	124
má	184
qualidade	217
e	22
apneia	137
epworth	84
berlim	76
risco	278
ganho	188
ponderal	117
não	74
sabe	19
referir	19
fc	52
76	299
bpm	24
sat	28
02	267
96	299
mallampatti	195
iii	267
amigdalas	195
cc	33
48	298
cm	279
hd	292
aos	187
orientamos	247
cpap	256
evolução	292
quadro	104
investigar	244
9	296
329	258
unhip	291
da	91
66	298
estágio	195
refratária	122
dm	118
2	267
dlp	118
sobrepeso	118
peso	188
kg	188
alt	45
1,6	207
imc	38
hipotiroidismo	118
com	22
nódulos	160
tireoidianos	160
estenose	13
art.	13
renal	286
40	16
arteriografia	7
2003	37
pólipos	85
por	164
medicações	211
aas	27
100	16
mg	26
1xd	26
anlodipino	5
5	16
2xd	26
atenolol	27
1xdia	26
atorvastatina	1
20	16
a	74
noite	21
atensina	31
0,2	16
clortalidona	27
50	16
-	242
vem	89
fazendo	175
espironolactona	27
omeprazol	1
enalapril	1
2xdia	26
metformina	16
850	145
3xdia	26
tomando	19
levotiroxina	27
100mcg	273
atual	292
refere	15
que	144
partir	14
abril	10
domicilio	59
pa	75
varia	84
x	23
valores	59
170	77
180	225
sendo	22
mais	67
frequentes	67
controle	124
normal	45
antes	164
informa	15
níveis	59
pressóricos	59
estavam	20
dentro	152
normalidade	152
relata	15
hoje	144
ao	164
acordar	289
aferiu	79
valor	163
mmhg	75
apresentou	15
dor	117
dorso	116
à	157
direita	4
irradiação	116
para	190
msd	97
início	63
repouso	127
tipo	195
pontada	116
quanto	29
tempo	127
duração	185
persistiu	15
acompanhada	181
parestesia	41
perda	188
força	157
momentos	65
no	164
membro	43
referido	181
torácica	94
edema	106
síncopes	117
dispneia	117
dpn	117
boa	153
adesão	100
medicamentosa	100
ef	292
beg	8
corada	171
afebril	171
hidratada	171
56bpm	249
ac	279
rcr	215
t	215
sopro	61
sistolico	112
fao	112
2+/6	112
fm	112
sem	186
tjp	226
ar	35
mv	61
s/	46
ra	35
abdomen	126
flácido	46
indolor	46
rha	112
mmii	46
panturrilhas	46
livres	46
pulsos	46
palpáveis	46
simétricos	46
exames	253
ecg	42
julho/2016	56
bloqueio	42
av	138
1o	42
grau	195
possível	174
sobrecarga	42
ventricular	295
esquerda	4
eco	284
tt	108
dez/11	64
):	80
ae	170
32	298
30	296
ss	61
pp	209
ve	295
29	298
feve	105
73	299
psap	295
35	298
lab	284
jun/17	73
hmg	252
ok	45
ct	290
185	191
hdl	17
ldl	17
93	299
135	77
tgl	17
208	191
cpk	17
84	299
glic	17
159	77
u	38
44	298
cr	260
1.18	162
tfg	130
46	298
na	74
139	77
k	279
4.8	207
tgo	38
17	296
tgp	38
21	296
5.8	207
pcr	279
1.05	162
glicada	279
6.2	207
urina	251
1	267
tsh	259
t4l	259
1.14	162
julho	10
2016	11
hb	193
13	296
ht	193
41	298
leuco	193
plaq	193
col	17
204	191
107	299
tg	17
240	191
119	299
glicose	17
ur	38
creat	260
1,03	162
140	77
4,4	207
18	296
22	296
au	279
5,7	207
hbglicada	279
6,1	207
3,0	207
t4	259
1,20	162
conduta	49
reforço	100
mev	100
mantidas	90
oriento	93
solicito	93
novo	93
laboratório	284
retorno	93
vaga	9
est	36
externo	80
bp	9
libero	244
fins	240
r1	169
cardio	165
prescrevi	169
ácido	5
acetilsalicílico	294
comp	26
vo	26
