identificacao	43
do	24
paciente	26
:	49
;	17
sequencia	23
evento	23
3	44
intervalo	23
em	26
dias	8
entre	23
os	43
eventos	43
77	49
28/08/2014	19
.	26
sono	31
64	49
anos	8
saos	32
rm	46
ago	4
2002	4
diag	32
+	17
enxerto	38
c/	5
radial	7
p/	17
dp	5
(	39
cd	26
)	39
atc	5
cx	5
2007	4
passado	31
tvp	7
mid	7
março	4
2013-	4
ainda	24
esta	2
uso	17
de	26
marevan	17
has	32
/	17
dm/	32
dlp/	32
obesidade	32
fez	2
psg	46
iah	8
82	49
predominantemente	21
obstrutivas	5
spo2	18
mínima	18
86	49
%	39
,	26
microdespertares	20
62	49
ronco	25
alto	26
sonolência	25
diurna	25
percepção	26
má	26
qualidade	20
e	24
apneia	30
epworth	23
berlim	23
risco	26
ganho	25
ponderal	25
não	24
sabe	2
referir	24
fc	18
76	49
bpm	18
sat	18
02	44
96	49
mallampatti	23
iii	32
amigdalas	23
cc	5
48	49
cm	6
hd	43
aos	43
orientamos	27
cpap	28
evolução	26
quadro	25
investigar	27
9	44
329	35
unhip	43
da	26
66	49
estágio	23
refratária	32
dm	32
2	44
dlp	32
sobrepeso	32
peso	18
kg	18
alt	18
1,6	33
imc	8
hipotiroidismo	32
com	26
nódulos	22
tireoidianos	11
estenose	6
art.	6
renal	6
40	0
arteriografia	46
2003	4
pólipos	34
por	2
medicações	28
aas	17
100	0
mg	0
1xd	0
anlodipino	0
5	0
2xd	0
atenolol	0
1xdia	17
atorvastatina	0
20	0
a	24
noite	3
atensina	17
0,2	17
clortalidona	0
50	0
-	4
vem	2
fazendo	2
espironolactona	0
omeprazol	17
enalapril	0
2xdia	17
metformina	0
850	0
3xdia	17
tomando	17
levotiroxina	0
100mcg	17
atual	17
refere	25
que	24
partir	3
abril	4
domicilio	10
pa	10
varia	8
x	8
valores	10
170	35
180	35
sendo	2
mais	24
frequentes	25
controle	26
normal	13
antes	24
informa	2
níveis	10
pressóricos	10
estavam	2
dentro	12
normalidade	12
relata	2
hoje	24
ao	26
acordar	24
aferiu	2
valor	20
mmhg	10
apresentou	2
dor	25
dorso	7
à	7
direita	6
irradiação	7
para	27
msd	10
início	31
repouso	18
tipo	48
pontada	7
quanto	3
tempo	31
duração	25
persistiu	25
acompanhada	29
parestesia	7
perda	25
força	7
momentos	25
no	24
membro	7
referido	29
torácica	25
edema	15
síncopes	25
dispneia	25
dpn	25
boa	26
adesão	3
medicamentosa	26
ef	25
beg	15
corada	15
afebril	15
hidratada	15
56bpm	49
ac	45
rcr	15
t	15
sopro	15
sistolico	41
fao	15
2+/6	15
fm	15
sem	26
tjp	15
ar	15
mv	15
s/	15
ra	15
abdomen	46
flácido	15
indolor	15
rha	15
mmii	7
panturrilhas	15
livres	15
pulsos	15
palpáveis	15
simétricos	15
exames	46
ecg	46
julho/2016	4
bloqueio	9
av	9
1o	9
grau	23
possível	2
sobrecarga	9
ventricular	9
esquerda	6
eco	46
tt	46
dez/11	4
):	13
ae	41
32	49
30	49
ss	15
pp	8
ve	41
29	49
feve	41
73	49
psap	41
35	49
lab	46
jun/17	4
hmg	37
ok	33
ct	37
185	35
hdl	39
ldl	16
93	49
135	35
tgl	16
208	35
cpk	16
84	49
glic	45
159	35
u	8
44	49
cr	45
1.18	39
tfg	39
46	49
na	24
139	35
k	45
4.8	33
tgo	8
17	49
tgp	8
21	49
5.8	33
pcr	45
1.05	39
glicada	45
6.2	33
urina	45
1	0
tsh	45
t4l	45
1.14	39
julho	4
2016	4
hb	45
13	44
ht	37
41	49
leuco	37
plaq	37
col	37
204	35
107	49
tg	8
240	35
119	35
glicose	16
ur	8
creat	45
1,03	39
140	35
4,4	33
18	44
22	49
au	45
5,7	33
hbglicada	45
6,1	33
3,0	33
t4	45
1,20	39
conduta	26
reforço	27
mev	27
mantidas	27
oriento	27
solicito	27
novo	27
laboratório	46
retorno	27
vaga	1
est	15
externo	13
bp	1
libero	27
fins	44
r1	27
cardio	29
prescrevi	27
ácido	0
acetilsalicílico	0
comp	0
vo	0
clonidina	0
0,1	0
12/12h	0
mcg	0
cáps	0
unidade	0
administração	0
solicitei	0
acido	48
urico	45
colesterol	48
sangue	48
creatinofosfoquinase	48
creatinina	48
soro	48
transaminase	48
glutamico	48
oxalacetica	48
piruvica	48
hemograma	48
completo	48
contagem	48
plaquetas	48
proteina	48
c	14
reativa	48
potassio	48
sodio	48
livre	48
tetraiodotironina	48
i	48
triglicerides	48
hormonio	48
tireoestimulante	48
ureia	39
ecocardiograma	46
doppler	46
colorido	48
adquiridas	48
11	49
217	35
67	49
analfabeta	43
daop	32
oclusão	6
arterial	6
aguda	30
mie	7
angioplastia	5
-ok	17
0,100	17
ui	8
1cp	17
diosmina	0
hesperidina	17
xarelto	36
iniciado	36
apos	26
internação	1
/2018	4
se	24
relação	3
esforço	31
físico	10
há	23
mes	23
acompanhamento	29
vascular	29
dante	31
endocrino	29
hc	31
consulta	1
set	4
nega	25
pressorico	10
dificuldade	24
relatar	24
exame	31
fisico	10
