anticoagulação	6
cardiaca	6
incor	4
tuberculose	6
prévia	6
contato	8
genro	8
tratou	8
co-infecção	9
acometimento	6
extrapulmonar	9
pleural	2
ambientais	8
interior	2
adolescência	8
carga	8
etilismo	8
socialmente	8
drogas	8
ilícitas	8
digoxina	0
metoprolol	0
bromazepan	0
enoxaparina	0
ripe	0
dezembro/2015	1
hepatotoxicidade	6
retornaram	3
12/01/2016	1
droga	4
esquema	4
20/01/2016	1
ri	0
30/03/16	1
epigastralgia	3
náuseas	3
vômitos	3
esporádica	3
mmrc	3
tomada	4
café	8
pausas	3
questionado	4
ativamente	3
fraqueza	3
muscular	0
63	7
lote	7
78bpm	7
proximal	2
arritmicas	7
reduzido	2
hte	2
edemas	7
laboratoriais	9
sorologia	9
hiv	9
18/03/2016	1
hepatites	9
sorologias	9
fungos	9
antigenemia	9
imunoglobulinas	9
provas	9
inflamatórias	9
microbiologia	9
negativos	9
culturas	9
materiais	8
cultura	9
biopsia	9
sitio	8
extra-pulmonar	9
etc	8
07/12/2015	1
fragmento	9
negativa	9
baar	9
histologia	9
biópsia	9
pleurite	6
crônica	6
granulomatosa	6
focos	2
necrose	2
pbaar	9
pfungos	9
negativas	9
01/02/2016	1
rnm	2
quadril	6
rotura	2
teto	8
lesão	2
articular	3
rmn	6
ombro	6
tendão	6
foco	2
baixo	4
sinal	2
t1	2
t2	2
adjacente	2
junto	4
dentre	4
diferenciais	4
tendinopatia	2
fase	2
analise	4
liquido	2
padrão	2
linfocitico	9
dhl	5
ada	5
24,8	7
15/02/16	1
fígado	9
bbt	5
0,46	5
enzimas	9
hep	9
04/2016	1
19	7
05/2016	1
23/06/16	1
0,31	5
0,26	5
0,57	5
caio	7
4,84	5
diagnósticos	6
consideramos	4
transudato	6
icc	6
parenquima	2
discutida	4
dra	4
término	6
data	8
marcada	4
ser	4
22/07	1
05/07/2016	1
retorna	4
termino	4
crm	4
315	7
primária	6
dissecção	6
dacron	6
suspensão	4
sutura	2
tubo	6
tira	4
pb	6
avci	6
operatorio	6
descendente	2
clinico	4
drc	6
1,95	5
nefrologia	4
cidade	4
origem	4
próxima	4
atorvastina	0
amitriptilina	0
alopurinol	0
vit	0
21/01/19	1
50x31	7
diastólica	2
gi	3
imi	2
disc	1
iao	2
mod	6
itric	2
prótese	6
tubular	2
aneurismática	2
fusiforme	2
seu	2
joelho	6
posterior	2
apresentando	3
medindo	2
5,1	7
abdominal	2
ilíaca	2
trajeto	2
tortuoso	2
placas	2
ateromatosas	2
calcificadas	2
esparsas	2
5,6	7
acima	4
bifurcação	2
ilíacas	2
mede	2
aproximadamente	3
considerando	4
limitações	3
utilização	4
endovenoso	2
nível	2
tronco	2
celíaco	2
emergência	4
artérias	2
renais	2
2,4	7
próximo	4
29/01/19	1
atelectasia	2
laminar	2
segmento	2
medial	2
arco	2
aórtico	2
endoprótese	6
sugere	2
direcionado	4
coronariana	2
calcificada	2
mantendo	3
i.	7
caminha	3
sentada	7
3+/6	2
fúrcula	2
tec3s	7
perfusão	2
radiais	2
pediosos	2
simétrico	2
total	5
2020	1
nefropatia	6
parenquimatosa	2
inalterada	2
angiorm	2
07/2020	1
braquiocefálico	2
extensão	2
a.	6
subclavia	2
nivel	4
falsa	2
luz	2
labs	9
externos	1
51	7
4,8	7
0,92	5
12,6	7
leuc	5
7500	7
interposição	6
oligossintomática	3
nefrologista	4
cardiologia	4
protese	6
potassica	8
168	7
tep	6
crônico	6
03/2020	1
mora	8
tromboendarterectomia	6
18/07/18	1
60x25	5
cardíaca=	5
72bpm	7
débito	5
cardíaco=	5
cm-5	7
orientado	4
rni	7
3,5	7
pesquisa	9
trombofilia	9
teve	3
losartan	0
conforme	4
40mg	0
aferida	3
seguindo	4
bcrnf	7
150x80mmhg	7
bilateralmente	2
cacifo	2
08/01/15	1
átrios	2
área	2
tamanhos	2
normais	2
miocárdica	2
preservadas	2
índices	8
movimentação	2
atípica	3
maio/2017	1
aferido	4
eao	6
grad	5
maximo	3
10/2017	1
60	7
'	5
itri	2
diastolica	5
angiotc	9
agosto/16	1
lie	2
sequelas	6
parenquimatosas	2
alguns	3
cistos	2
mosaico	2
jun/16	1
inr	7
mar/2017	1
24	7
15,5	7
24/07/18	1
1,5	7
15,3	7
08/2020	1
14,7	7
4,1	7
1,3	7
ergoespirometria	9
máximo	5
desempenho	2
aeróbico	2
eficiência	2
metabólica	6
reduzida	2
hiperventilação	3
grande	2
monta	2
oximetria	4
trocas	2
gasosas	2
isso	4
tudo	9
podem	2
sugerir	4
natureza	2
cardiovascular	3
vco2	5
vo2	5
17,8	7
rer	7
17/04/18	1
528	7
131	7
pior	3
565	5
113	7
broncoscopia	9
lba	9
traqueia	2
negativo	9
mnt	9
parcial	3
crescimento	2
s.	9
multi	9
pot	6
tet	6
residual	2
elevada	3
2018	1
312	7
mantém	3
cf1	3
parciais	9
novos	3
minutos	3
hs	0
266	7
hipertrigliceridemia	6
